8,8,9,10,20160201,14
13,8,9,10,20160801,7
11,8,9,10,20170701,15
1,8,9,10,20150101,11
10,8,9,10,20150601,8
16,8,9,10,20150301,5
17,8,9,10,20150501,11
16,8,9,10,20150801,5
15,8,9,10,20170501,6
13,8,9,10,20160801,12
15,8,9,10,20160201,5
2,8,9,10,20150301,7
5,8,9,10,20150201,12
5,8,9,10,20170201,5
1,8,9,10,20150701,7
20,8,9,10,20150401,11
10,8,9,10,20150701,10
12,8,9,10,20150301,5
5,8,9,10,20160501,6
3,8,9,10,20170801,9
15,8,9,10,20170701,11
2,8,9,10,20150701,5
1,8,9,10,20170901,7
12,8,9,10,20160701,13
1,8,9,10,20160801,9
2,8,9,10,20150901,15
9,8,9,10,20160301,6
9,8,9,10,20160401,13
16,8,9,10,20150301,14
16,8,9,10,20160101,10
13,8,9,10,20150901,14
5,8,9,10,20170501,12
9,8,9,10,20150201,5
2,8,9,10,20160401,15
15,8,9,10,20150601,11
17,8,9,10,20160801,10
19,8,9,10,20170701,8
5,8,9,10,20150701,11
19,8,9,10,20160901,10
6,8,9,10,20170601,12
2,8,9,10,20160601,8
4,8,9,10,20150901,14
4,8,9,10,20170701,12
3,8,9,10,20160101,11
16,8,9,10,20150501,10
16,8,9,10,20170801,10
16,8,9,10,20150401,9
3,8,9,10,20150601,5
2,8,9,10,20150201,13
6,8,9,10,20170901,14
12,8,9,10,20150101,7
14,8,9,10,20150301,11
8,8,9,10,20160301,8
12,8,9,10,20150501,11
8,8,9,10,20170301,6
20,8,9,10,20160801,5
2,8,9,10,20150901,14
14,8,9,10,20150101,14
7,8,9,10,20150501,11
9,8,9,10,20150101,5
19,8,9,10,20160201,8
14,8,9,10,20170601,12
17,8,9,10,20170801,7
7,8,9,10,20160901,8
12,8,9,10,20170201,14
4,8,9,10,20170401,13
11,8,9,10,20170501,5
14,8,9,10,20160701,9
3,8,9,10,20150501,14
19,8,9,10,20170401,14
20,8,9,10,20160201,15
20,8,9,10,20150301,8
16,8,9,10,20150601,9
3,8,9,10,20160701,7
6,8,9,10,20150901,10
7,8,9,10,20170801,8
16,8,9,10,20160701,6
14,8,9,10,20170901,10
13,8,9,10,20160301,6
16,8,9,10,20160301,5
12,8,9,10,20170901,14
5,8,9,10,20170801,13
16,8,9,10,20170601,8
18,8,9,10,20170401,10
2,8,9,10,20150801,14
16,8,9,10,20150401,10
10,8,9,10,20170801,8
14,8,9,10,20150201,7
1,8,9,10,20150201,9
20,8,9,10,20160801,9
16,8,9,10,20160501,6
5,8,9,10,20160101,12
2,8,9,10,20160301,14
5,8,9,10,20150401,11
15,8,9,10,20150701,14
10,8,9,10,20160401,9
8,8,9,10,20160101,8
11,8,9,10,20170301,13
6,8,9,10,20160601,13
9,8,9,10,20160301,15
1,8,9,10,20150701,5
6,8,9,10,20170301,15
6,8,9,10,20150201,6
3,8,9,10,20170601,5
9,8,9,10,20160901,6
8,8,9,10,20160701,14
2,8,9,10,20170201,15
5,8,9,10,20160101,9
5,8,9,10,20170301,11
18,8,9,10,20150301,5
4,8,9,10,20160801,9
5,8,9,10,20170201,12
19,8,9,10,20160601,5
7,8,9,10,20170101,8
5,8,9,10,20170201,15
3,8,9,10,20160201,8
20,8,9,10,20170201,10
6,8,9,10,20170701,7
13,8,9,10,20150701,9
6,8,9,10,20170901,8
13,8,9,10,20160801,6
1,8,9,10,20170401,13
10,8,9,10,20170801,13
4,8,9,10,20150901,8
4,8,9,10,20170501,7
17,8,9,10,20150601,9
20,8,9,10,20160501,11
18,8,9,10,20150301,7
15,8,9,10,20170201,9
6,8,9,10,20160901,9
11,8,9,10,20170601,13
12,8,9,10,20150601,6
1,8,9,10,20170601,9
20,8,9,10,20170601,13
6,8,9,10,20170901,7
2,8,9,10,20160501,13
15,8,9,10,20150101,8
10,8,9,10,20160501,11
7,8,9,10,20150301,9
2,8,9,10,20160701,10
9,8,9,10,20160901,11
20,8,9,10,20170401,8
16,8,9,10,20150101,6
3,8,9,10,20150501,6
1,8,9,10,20150801,13
10,8,9,10,20170301,11
11,8,9,10,20160501,8
8,8,9,10,20160701,14
4,8,9,10,20160901,8
19,8,9,10,20160301,6
11,8,9,10,20170301,6
17,8,9,10,20170601,10
20,8,9,10,20170201,8
19,8,9,10,20170601,11
1,8,9,10,20160301,9
19,8,9,10,20160801,8
6,8,9,10,20160501,9
16,8,9,10,20150301,12
9,8,9,10,20150101,5
4,8,9,10,20170101,6
14,8,9,10,20170101,13
1,8,9,10,20170101,14
5,8,9,10,20170401,6
18,8,9,10,20170301,8
9,8,9,10,20150201,9
14,8,9,10,20160201,9
15,8,9,10,20170301,6
7,8,9,10,20160701,5
6,8,9,10,20150901,7
2,8,9,10,20170801,15
1,8,9,10,20160101,5
17,8,9,10,20170201,12
12,8,9,10,20170201,14
3,8,9,10,20150101,8
10,8,9,10,20170201,6
12,8,9,10,20150501,10
14,8,9,10,20160501,8
10,8,9,10,20160101,11
12,8,9,10,20150601,15
5,8,9,10,20160701,8
4,8,9,10,20150301,6
6,8,9,10,20160901,12
6,8,9,10,20160901,15
12,8,9,10,20160501,5
2,8,9,10,20160601,12
1,8,9,10,20160301,11
8,8,9,10,20170501,14
14,8,9,10,20150101,12
15,8,9,10,20160201,15
19,8,9,10,20150501,15
17,8,9,10,20170901,10
3,8,9,10,20160801,7
14,8,9,10,20150601,8
16,8,9,10,20170601,5
16,8,9,10,20160101,7
6,8,9,10,20170701,14
5,8,9,10,20160301,6
14,8,9,10,20160601,7
18,8,9,10,20170201,9
3,8,9,10,20160901,5
10,8,9,10,20160701,8
3,8,9,10,20160201,9
20,8,9,10,20150801,5
3,8,9,10,20170101,7
4,8,9,10,20160701,15
9,8,9,10,20150801,13
15,8,9,10,20160501,5
8,8,9,10,20170601,10
11,8,9,10,20170101,12
12,8,9,10,20160801,5
11,8,9,10,20170601,14
1,8,9,10,20160201,5
9,8,9,10,20150901,7
10,8,9,10,20170501,9
10,8,9,10,20150601,14
7,8,9,10,20160301,12
12,8,9,10,20150701,6
10,8,9,10,20160101,12
5,8,9,10,20160501,10
6,8,9,10,20160801,13
6,8,9,10,20150401,10
3,8,9,10,20160101,9
1,8,9,10,20170601,13
19,8,9,10,20160501,7
20,8,9,10,20170401,5
16,8,9,10,20160401,5
8,8,9,10,20170701,15
19,8,9,10,20170901,8
13,8,9,10,20150201,13
2,8,9,10,20160401,9
9,8,9,10,20160901,8
15,8,9,10,20170701,12
14,8,9,10,20170901,13
4,8,9,10,20170701,9
16,8,9,10,20170101,15
12,8,9,10,20160701,15
16,8,9,10,20160501,13
9,8,9,10,20160101,5
18,8,9,10,20160201,8
18,8,9,10,20170401,11
1,8,9,10,20160301,11
15,8,9,10,20160701,9
9,8,9,10,20150701,14
16,8,9,10,20150501,8
4,8,9,10,20150901,9
2,8,9,10,20150101,12
17,8,9,10,20150401,8
6,8,9,10,20170801,9
3,8,9,10,20170701,7
3,8,9,10,20150301,13
19,8,9,10,20160901,5
1,8,9,10,20160101,15
1,8,9,10,20160501,6
3,8,9,10,20170301,8
5,8,9,10,20170901,8
12,8,9,10,20160101,15
7,8,9,10,20150801,9
14,8,9,10,20160801,15
5,8,9,10,20150801,5
9,8,9,10,20160701,11
12,8,9,10,20160401,8
4,8,9,10,20160801,11
7,8,9,10,20160801,5
6,8,9,10,20150401,15
8,8,9,10,20150801,12
7,8,9,10,20160101,11
11,8,9,10,20170101,5
8,8,9,10,20170401,12
19,8,9,10,20170601,15
17,8,9,10,20150801,11
19,8,9,10,20170701,7
7,8,9,10,20170801,7
16,8,9,10,20150901,5
18,8,9,10,20160901,11
20,8,9,10,20150901,11
18,8,9,10,20150301,12
17,8,9,10,20160901,12
11,8,9,10,20160701,13
20,8,9,10,20170301,6
18,8,9,10,20150201,9
10,8,9,10,20170301,5
12,8,9,10,20170301,9
17,8,9,10,20170101,7
3,8,9,10,20150901,15
17,8,9,10,20150601,8
5,8,9,10,20150301,15
18,8,9,10,20160401,14
12,8,9,10,20170601,15
1,8,9,10,20170701,5
18,8,9,10,20160401,11
14,8,9,10,20170401,15
2,8,9,10,20170601,11
8,8,9,10,20150201,9
19,8,9,10,20150301,5
19,8,9,10,20170201,9
4,8,9,10,20170101,7
1,8,9,10,20170601,10
15,8,9,10,20170901,13
18,8,9,10,20150701,12
19,8,9,10,20170401,13
12,8,9,10,20160801,15
16,8,9,10,20160101,14
19,8,9,10,20150901,10
7,8,9,10,20160901,14
9,8,9,10,20170801,15
