53,Citroen,C4,version random,pickup,provincia,10-10-2017
54,Chevrolet,Cruze,version random,pickup,provincia,11-3-2016
55,Volkswagen,Fluence,version random,pickup,provincia,19-5-2018
56,Renault,Corolla,version random,pickup,provincia,10-7-2018
57,Fiat,Vento,version random,camion,provincia,21-8-2016
58,Toyota,C4,version random,camion,provincia,11-3-2016
59,Toyota,Focus,version random,pickup,provincia,27-4-2017
60,Fiat,Uno,version random,camion,provincia,24-4-2018
61,Toyota,Focus,version random,moto,provincia,1-11-2017
62,Renault,Fluence,version random,moto,provincia,13-10-2016
63,Ford,Corolla,version random,camion,provincia,9-6-2017
64,Volkswagen,Focus,version random,pickup,provincia,20-12-2017
65,Chevrolet,Vento,version random,moto,provincia,8-8-2018
66,Renault,Uno,version random,moto,provincia,3-9-2017
67,Volkswagen,C4,version random,pickup,provincia,23-4-2018
68,Volkswagen,Focus,version random,camion,provincia,15-1-2018
69,Volkswagen,Fluence,version random,camion,provincia,28-7-2018
70,Ford,C4,version random,auto,provincia,7-12-2018
71,Fiat,Vento,version random,moto,provincia,21-3-2018
72,Toyota,Uno,version random,camion,provincia,12-5-2017
73,Renault,Uno,version random,moto,provincia,5-2-2018
74,Toyota,Fluence,version random,pickup,provincia,8-9-2017
75,Fiat,Fluence,version random,pickup,provincia,1-1-2018
76,Renault,Corolla,version random,moto,provincia,1-10-2017
77,Fiat,Corolla,version random,camion,provincia,20-9-2016
78,Toyota,Cruze,version random,pickup,provincia,8-10-2017
79,Toyota,Fluence,version random,moto,provincia,24-7-2018
80,Ford,Vento,version random,auto,provincia,4-11-2017
81,Toyota,C4,version random,pickup,provincia,11-4-2016
82,Volkswagen,Vento,version random,camion,provincia,2-12-2017
83,Volkswagen,Fluence,version random,moto,provincia,23-11-2016
84,Fiat,Cruze,version random,moto,provincia,22-7-2016
85,Citroen,Fluence,version random,pickup,provincia,16-9-2018
86,Toyota,Cruze,version random,camion,provincia,21-9-2018
87,Chevrolet,Fluence,version random,pickup,provincia,18-2-2016
88,Renault,Uno,version random,moto,provincia,24-1-2017
89,Fiat,Uno,version random,moto,provincia,23-8-2018
90,Renault,Cruze,version random,moto,provincia,16-11-2018
91,Ford,C4,version random,auto,provincia,22-8-2017
92,Ford,Uno,version random,camion,provincia,5-6-2017
93,Citroen,Corolla,version random,auto,provincia,2-8-2018
94,Fiat,Vento,version random,pickup,provincia,2-11-2018
95,Chevrolet,Uno,version random,camion,provincia,28-3-2018
96,Fiat,Uno,version random,moto,provincia,5-4-2017
97,Renault,Corolla,version random,camion,provincia,15-3-2017
98,Ford,Fluence,version random,camion,provincia,15-10-2018
99,Volkswagen,Vento,version random,moto,provincia,6-9-2016
100,Volkswagen,Fluence,version random,camion,provincia,2-1-2017
101,Toyota,Fluence,version random,camion,provincia,4-6-2018
102,Volkswagen,Vento,version random,pickup,provincia,4-7-2016
103,Ford,Vento,version random,auto,provincia,24-10-2016
104,Ford,Vento,version random,pickup,provincia,8-6-2016
105,Chevrolet,Fluence,version random,pickup,provincia,20-11-2017
106,Fiat,Focus,version random,camion,provincia,25-8-2017
107,Renault,Vento,version random,auto,provincia,4-12-2017
108,Fiat,Focus,version random,auto,provincia,25-10-2018
109,Volkswagen,Vento,version random,moto,provincia,15-8-2016
110,Citroen,Cruze,version random,pickup,provincia,23-3-2017
111,Chevrolet,Cruze,version random,pickup,provincia,4-2-2017
112,Renault,Uno,version random,camion,provincia,27-11-2016
113,Renault,Fluence,version random,auto,provincia,5-9-2017
114,Renault,Corolla,version random,moto,provincia,12-4-2017
115,Toyota,Focus,version random,camion,provincia,16-10-2016
116,Renault,Fluence,version random,camion,provincia,23-9-2017
117,Toyota,Focus,version random,moto,provincia,4-9-2018
118,Ford,Cruze,version random,pickup,provincia,6-6-2017
119,Ford,C4,version random,pickup,provincia,16-4-2017
120,Renault,Focus,version random,pickup,provincia,11-11-2016
121,Toyota,Uno,version random,camion,provincia,14-9-2016
122,Renault,Uno,version random,auto,provincia,4-7-2017
123,Toyota,Focus,version random,auto,provincia,17-7-2016
124,Ford,Focus,version random,pickup,provincia,6-2-2016
125,Citroen,Corolla,version random,pickup,provincia,28-12-2017
126,Renault,C4,version random,moto,provincia,25-10-2018
127,Ford,Fluence,version random,pickup,provincia,14-3-2018
128,Toyota,Vento,version random,moto,provincia,10-3-2018
129,Toyota,Uno,version random,auto,provincia,3-3-2017
130,Chevrolet,Cruze,version random,moto,provincia,20-9-2016
131,Volkswagen,Fluence,version random,auto,provincia,12-3-2016
132,Fiat,Cruze,version random,moto,provincia,20-4-2018
133,Ford,Focus,version random,camion,provincia,14-4-2016
134,Volkswagen,C4,version random,moto,provincia,2-6-2017
135,Citroen,Fluence,version random,auto,provincia,28-7-2017
136,Toyota,Corolla,version random,pickup,provincia,11-12-2016
137,Ford,Corolla,version random,auto,provincia,7-1-2018
138,Ford,Fluence,version random,auto,provincia,8-9-2017
139,Fiat,C4,version random,moto,provincia,12-1-2017
140,Ford,C4,version random,moto,provincia,24-10-2018
141,Toyota,C4,version random,camion,provincia,8-2-2017
142,Fiat,Cruze,version random,camion,provincia,20-11-2016
143,Renault,Focus,version random,moto,provincia,14-1-2018
144,Volkswagen,Uno,version random,camion,provincia,3-2-2016
145,Chevrolet,C4,version random,camion,provincia,4-5-2018
146,Chevrolet,C4,version random,auto,provincia,6-9-2018
147,Volkswagen,Uno,version random,moto,provincia,2-2-2018
148,Volkswagen,Cruze,version random,pickup,provincia,16-4-2017
149,Renault,Cruze,version random,pickup,provincia,26-2-2017
150,Fiat,Corolla,version random,moto,provincia,11-1-2016
151,Fiat,C4,version random,camion,provincia,25-8-2018
152,Ford,Vento,version random,moto,provincia,22-8-2018
153,Toyota,Corolla,version random,auto,provincia,27-10-2018
154,Renault,Focus,version random,camion,provincia,19-9-2018
155,Renault,Vento,version random,moto,provincia,14-3-2016
156,Renault,Corolla,version random,pickup,provincia,18-3-2016
157,Chevrolet,Corolla,version random,camion,provincia,20-4-2017
158,Toyota,Uno,version random,camion,provincia,24-5-2017
159,Renault,Cruze,version random,camion,provincia,7-5-2016
160,Renault,Vento,version random,moto,provincia,8-1-2018
161,Ford,Corolla,version random,moto,provincia,20-5-2016
162,Citroen,Cruze,version random,auto,provincia,10-2-2017
163,Renault,Uno,version random,moto,provincia,12-12-2016
164,Chevrolet,Corolla,version random,auto,provincia,22-11-2018
165,Citroen,Corolla,version random,auto,provincia,21-3-2016
166,Toyota,Corolla,version random,camion,provincia,17-2-2017
167,Citroen,Vento,version random,pickup,provincia,19-7-2017
168,Citroen,C4,version random,pickup,provincia,24-4-2016
169,Chevrolet,Fluence,version random,pickup,provincia,7-5-2016
170,Fiat,Uno,version random,camion,provincia,18-9-2017
171,Chevrolet,Uno,version random,camion,provincia,2-5-2018
172,Fiat,Fluence,version random,pickup,provincia,14-8-2017
173,Toyota,Focus,version random,moto,provincia,3-12-2018
174,Toyota,Cruze,version random,moto,provincia,19-1-2018
175,Renault,Fluence,version random,camion,provincia,10-2-2017
176,Volkswagen,Cruze,version random,auto,provincia,5-1-2017
177,Ford,Fluence,version random,moto,provincia,28-8-2016
178,Toyota,Corolla,version random,camion,provincia,28-10-2018
179,Toyota,Cruze,version random,pickup,provincia,15-5-2016
180,Citroen,Vento,version random,auto,provincia,24-3-2016
181,Fiat,Vento,version random,auto,provincia,4-3-2017
182,Citroen,C4,version random,camion,provincia,18-7-2018
183,Ford,Cruze,version random,camion,provincia,17-6-2018
184,Renault,Corolla,version random,auto,provincia,1-1-2018
185,Ford,Corolla,version random,moto,provincia,12-6-2016
186,Fiat,Corolla,version random,pickup,provincia,17-3-2017
187,Ford,Uno,version random,moto,provincia,21-11-2017
188,Renault,Vento,version random,auto,provincia,22-5-2018
189,Toyota,Fluence,version random,pickup,provincia,4-7-2016
190,Volkswagen,Uno,version random,camion,provincia,15-1-2018
191,Volkswagen,Vento,version random,moto,provincia,17-10-2018
192,Volkswagen,Fluence,version random,moto,provincia,24-2-2016
193,Ford,Corolla,version random,camion,provincia,21-7-2016
194,Volkswagen,Corolla,version random,pickup,provincia,28-3-2018
195,Fiat,Focus,version random,moto,provincia,28-2-2017
196,Renault,Fluence,version random,auto,provincia,8-5-2018
197,Citroen,C4,version random,moto,provincia,12-6-2017
198,Fiat,C4,version random,pickup,provincia,16-8-2017
199,Chevrolet,Corolla,version random,auto,provincia,9-11-2016
200,Volkswagen,Fluence,version random,pickup,provincia,23-5-2017
201,Chevrolet,Fluence,version random,camion,provincia,20-11-2016
202,Volkswagen,Corolla,version random,moto,provincia,26-9-2017
203,Fiat,Corolla,version random,camion,provincia,13-11-2017
204,Citroen,Focus,version random,moto,provincia,26-8-2016
205,Ford,C4,version random,auto,provincia,18-10-2018
206,Ford,Fluence,version random,camion,provincia,2-10-2018
207,Citroen,Uno,version random,auto,provincia,7-5-2018
208,Volkswagen,C4,version random,auto,provincia,6-2-2018
209,Fiat,Vento,version random,camion,provincia,1-5-2018
210,Toyota,Cruze,version random,camion,provincia,19-1-2016
211,Citroen,Fluence,version random,camion,provincia,17-4-2018
212,Citroen,Cruze,version random,pickup,provincia,21-7-2018
213,Renault,Focus,version random,auto,provincia,2-4-2018
214,Renault,Fluence,version random,pickup,provincia,1-10-2017
215,Fiat,Corolla,version random,moto,provincia,28-6-2016
216,Ford,Fluence,version random,auto,provincia,11-11-2018
217,Ford,Uno,version random,moto,provincia,8-10-2016
218,Citroen,Cruze,version random,moto,provincia,4-2-2018
219,Citroen,C4,version random,pickup,provincia,22-8-2017
220,Renault,C4,version random,auto,provincia,15-7-2017
221,Ford,Focus,version random,auto,provincia,7-8-2016
222,Toyota,Fluence,version random,camion,provincia,27-1-2016
223,Toyota,Cruze,version random,pickup,provincia,20-7-2017
224,Toyota,Uno,version random,camion,provincia,4-7-2018
225,Citroen,C4,version random,camion,provincia,27-3-2016
226,Fiat,Corolla,version random,camion,provincia,8-8-2018
227,Citroen,Cruze,version random,moto,provincia,26-3-2018
228,Fiat,Focus,version random,moto,provincia,24-3-2017
229,Citroen,Fluence,version random,moto,provincia,13-3-2017
230,Volkswagen,Focus,version random,camion,provincia,22-1-2018
231,Volkswagen,Vento,version random,camion,provincia,5-7-2017
232,Volkswagen,Fluence,version random,camion,provincia,4-11-2017
233,Toyota,Uno,version random,auto,provincia,25-8-2017
234,Volkswagen,Corolla,version random,moto,provincia,7-7-2016
235,Renault,Cruze,version random,pickup,provincia,24-1-2018
236,Toyota,Focus,version random,auto,provincia,19-12-2018
237,Renault,Fluence,version random,camion,provincia,24-6-2016
238,Ford,Vento,version random,camion,provincia,6-11-2016
239,Fiat,Vento,version random,moto,provincia,17-4-2017
240,Ford,Uno,version random,moto,provincia,22-11-2016
241,Renault,Cruze,version random,auto,provincia,15-3-2016
242,Chevrolet,Focus,version random,moto,provincia,3-2-2017
243,Toyota,Fluence,version random,auto,provincia,20-7-2016
244,Chevrolet,Cruze,version random,camion,provincia,9-2-2016
245,Citroen,Focus,version random,pickup,provincia,14-9-2018
246,Renault,Corolla,version random,camion,provincia,19-9-2018
247,Fiat,Uno,version random,auto,provincia,22-12-2016
248,Fiat,C4,version random,auto,provincia,11-9-2018
249,Renault,Fluence,version random,auto,provincia,21-9-2018
250,Citroen,Uno,version random,auto,provincia,24-12-2016
251,Renault,C4,version random,camion,provincia,14-11-2017
252,Citroen,C4,version random,moto,provincia,13-6-2017
253,Fiat,Cruze,version random,pickup,provincia,7-2-2018
254,Toyota,C4,version random,auto,provincia,1-6-2017
255,Renault,Vento,version random,moto,provincia,10-7-2017
256,Ford,C4,version random,camion,provincia,23-9-2017
257,Toyota,Uno,version random,camion,provincia,8-11-2018
258,Volkswagen,Vento,version random,pickup,provincia,22-11-2017
259,Volkswagen,Focus,version random,camion,provincia,15-8-2017
260,Toyota,Vento,version random,pickup,provincia,10-5-2016
261,Fiat,Fluence,version random,pickup,provincia,4-8-2017
262,Volkswagen,C4,version random,moto,provincia,1-5-2016
263,Fiat,Uno,version random,moto,provincia,5-1-2017
264,Chevrolet,Focus,version random,auto,provincia,14-11-2016
265,Chevrolet,Vento,version random,auto,provincia,8-12-2018
266,Renault,Vento,version random,camion,provincia,11-4-2016
267,Renault,C4,version random,moto,provincia,24-3-2016
268,Fiat,Focus,version random,auto,provincia,24-3-2018
269,Volkswagen,Focus,version random,auto,provincia,12-10-2016
270,Renault,Cruze,version random,pickup,provincia,17-10-2017
271,Renault,Fluence,version random,auto,provincia,21-8-2016
272,Volkswagen,Corolla,version random,auto,provincia,26-2-2017
273,Volkswagen,Focus,version random,auto,provincia,14-7-2018
274,Citroen,C4,version random,moto,provincia,23-6-2016
275,Volkswagen,Cruze,version random,camion,provincia,28-6-2016
276,Renault,Cruze,version random,camion,provincia,1-7-2017
277,Volkswagen,Uno,version random,camion,provincia,19-11-2016
278,Ford,Corolla,version random,moto,provincia,23-4-2016
279,Volkswagen,C4,version random,moto,provincia,6-8-2016
280,Fiat,Vento,version random,camion,provincia,2-6-2017
281,Renault,Vento,version random,auto,provincia,23-7-2016
282,Toyota,Cruze,version random,moto,provincia,2-9-2018
283,Toyota,Fluence,version random,camion,provincia,23-12-2018
284,Toyota,Vento,version random,camion,provincia,17-12-2016
285,Renault,C4,version random,auto,provincia,1-1-2016
286,Toyota,Vento,version random,auto,provincia,7-11-2017
287,Volkswagen,Vento,version random,camion,provincia,16-1-2018
288,Toyota,Cruze,version random,camion,provincia,8-12-2017
289,Renault,Fluence,version random,auto,provincia,7-3-2018
290,Volkswagen,Cruze,version random,auto,provincia,26-2-2016
291,Fiat,Fluence,version random,pickup,provincia,19-8-2017
292,Ford,Cruze,version random,auto,provincia,10-3-2018
293,Volkswagen,Focus,version random,moto,provincia,18-11-2018
294,Renault,Corolla,version random,camion,provincia,27-10-2017
295,Volkswagen,C4,version random,moto,provincia,18-6-2017
296,Chevrolet,Corolla,version random,moto,provincia,17-9-2016
297,Toyota,Uno,version random,moto,provincia,25-1-2016
298,Citroen,Uno,version random,camion,provincia,3-9-2017
299,Renault,Vento,version random,camion,provincia,28-9-2016
300,Toyota,Uno,version random,pickup,provincia,16-5-2016
301,Ford,Vento,version random,pickup,provincia,10-7-2018
302,Renault,Cruze,version random,auto,provincia,14-1-2018
303,Chevrolet,Focus,version random,auto,provincia,18-4-2016
304,Volkswagen,Vento,version random,pickup,provincia,16-10-2017
305,Toyota,Fluence,version random,camion,provincia,6-7-2018
306,Renault,C4,version random,pickup,provincia,22-10-2018
307,Citroen,C4,version random,camion,provincia,13-10-2018
308,Ford,Focus,version random,pickup,provincia,21-8-2018
309,Citroen,Vento,version random,camion,provincia,24-9-2018
310,Toyota,Uno,version random,pickup,provincia,26-3-2017
311,Citroen,Cruze,version random,pickup,provincia,3-6-2016
312,Toyota,Cruze,version random,moto,provincia,15-3-2018
313,Ford,C4,version random,auto,provincia,13-9-2016
314,Volkswagen,Focus,version random,moto,provincia,11-8-2017
315,Toyota,Corolla,version random,auto,provincia,22-5-2018
316,Fiat,Focus,version random,auto,provincia,17-6-2016
317,Chevrolet,Vento,version random,camion,provincia,11-10-2017
318,Volkswagen,Cruze,version random,camion,provincia,16-11-2016
319,Toyota,C4,version random,auto,provincia,25-7-2017
320,Toyota,Fluence,version random,auto,provincia,20-9-2016
321,Citroen,C4,version random,pickup,provincia,21-3-2016
322,Citroen,Focus,version random,camion,provincia,5-9-2018
323,Fiat,Focus,version random,moto,provincia,28-10-2017
324,Renault,Corolla,version random,moto,provincia,12-12-2017
325,Renault,Focus,version random,camion,provincia,13-1-2017
326,Citroen,Uno,version random,pickup,provincia,28-11-2018
327,Chevrolet,Fluence,version random,pickup,provincia,20-4-2016
328,Ford,Cruze,version random,moto,provincia,21-9-2017
329,Renault,Uno,version random,auto,provincia,13-1-2017
330,Ford,Corolla,version random,camion,provincia,13-10-2017
331,Chevrolet,Focus,version random,auto,provincia,10-2-2016
332,Toyota,Focus,version random,moto,provincia,10-4-2017
333,Citroen,Fluence,version random,pickup,provincia,17-11-2017
334,Renault,Vento,version random,auto,provincia,1-1-2016
335,Volkswagen,Focus,version random,camion,provincia,6-11-2017
336,Renault,Focus,version random,pickup,provincia,17-4-2018
337,Renault,Fluence,version random,moto,provincia,1-8-2016
338,Ford,Cruze,version random,camion,provincia,27-11-2017
339,Chevrolet,Corolla,version random,moto,provincia,11-12-2016
340,Fiat,Uno,version random,pickup,provincia,25-8-2018
341,Renault,Uno,version random,moto,provincia,27-11-2016
342,Toyota,Uno,version random,camion,provincia,19-2-2018
343,Fiat,Vento,version random,pickup,provincia,9-4-2016
344,Toyota,Corolla,version random,camion,provincia,13-10-2018
345,Renault,Cruze,version random,camion,provincia,27-10-2018
346,Fiat,Corolla,version random,camion,provincia,17-9-2016
347,Fiat,C4,version random,camion,provincia,6-8-2017
348,Renault,C4,version random,auto,provincia,20-11-2018
349,Toyota,C4,version random,auto,provincia,26-12-2018
350,Ford,Corolla,version random,moto,provincia,27-4-2016
351,Volkswagen,Vento,version random,pickup,provincia,9-12-2016
352,Fiat,Cruze,version random,pickup,provincia,19-8-2016
353,Toyota,Vento,version random,camion,provincia,24-8-2017
354,Renault,Focus,version random,camion,provincia,15-8-2018
355,Renault,C4,version random,moto,provincia,25-8-2016
356,Chevrolet,Corolla,version random,camion,provincia,15-9-2016
357,Volkswagen,Cruze,version random,pickup,provincia,27-6-2017
358,Renault,C4,version random,auto,provincia,15-3-2017
359,Ford,Cruze,version random,camion,provincia,13-5-2016
360,Chevrolet,Focus,version random,camion,provincia,12-12-2018
361,Chevrolet,Focus,version random,auto,provincia,10-7-2017
362,Chevrolet,Fluence,version random,camion,provincia,27-2-2018
363,Citroen,Fluence,version random,moto,provincia,13-8-2018
364,Fiat,Vento,version random,pickup,provincia,26-3-2017
365,Ford,Cruze,version random,pickup,provincia,9-7-2018
366,Fiat,Cruze,version random,auto,provincia,6-1-2018
367,Ford,C4,version random,pickup,provincia,27-5-2018
368,Volkswagen,Focus,version random,camion,provincia,21-11-2018
369,Toyota,Cruze,version random,pickup,provincia,26-5-2018
370,Citroen,C4,version random,pickup,provincia,11-9-2018
371,Citroen,Corolla,version random,camion,provincia,18-4-2017
372,Chevrolet,Cruze,version random,moto,provincia,5-6-2018
373,Renault,Fluence,version random,camion,provincia,2-2-2018
374,Citroen,Vento,version random,moto,provincia,22-12-2016
375,Renault,Cruze,version random,moto,provincia,15-3-2017
376,Toyota,Vento,version random,pickup,provincia,18-11-2018
377,Citroen,Vento,version random,camion,provincia,11-10-2017
378,Fiat,Focus,version random,moto,provincia,4-9-2018
379,Volkswagen,Cruze,version random,auto,provincia,15-7-2016
380,Citroen,Uno,version random,camion,provincia,24-6-2018
381,Renault,Vento,version random,auto,provincia,21-7-2017
382,Citroen,C4,version random,pickup,provincia,22-4-2016
383,Renault,Corolla,version random,auto,provincia,2-9-2017
384,Ford,Uno,version random,camion,provincia,11-2-2016
385,Toyota,Fluence,version random,auto,provincia,11-9-2016
386,Citroen,Vento,version random,auto,provincia,1-8-2017
387,Ford,C4,version random,pickup,provincia,23-6-2016
388,Ford,C4,version random,auto,provincia,26-7-2018
389,Fiat,Cruze,version random,camion,provincia,7-7-2018
390,Toyota,Cruze,version random,pickup,provincia,22-5-2016
391,Ford,Focus,version random,pickup,provincia,17-10-2017
392,Toyota,Uno,version random,pickup,provincia,7-1-2017
393,Volkswagen,C4,version random,camion,provincia,28-6-2017
394,Ford,Focus,version random,camion,provincia,12-7-2018
395,Citroen,Vento,version random,camion,provincia,1-9-2016
396,Ford,Uno,version random,pickup,provincia,7-6-2016
397,Toyota,Corolla,version random,moto,provincia,3-2-2016
398,Chevrolet,Fluence,version random,camion,provincia,16-11-2016
399,Renault,Focus,version random,pickup,provincia,25-8-2018
400,Chevrolet,Cruze,version random,camion,provincia,19-9-2018
401,Renault,Corolla,version random,camion,provincia,3-11-2018
402,Toyota,Vento,version random,pickup,provincia,28-10-2017
403,Citroen,Fluence,version random,pickup,provincia,9-4-2017
404,Volkswagen,Focus,version random,auto,provincia,27-6-2017
405,Toyota,Fluence,version random,camion,provincia,23-1-2016
406,Volkswagen,Focus,version random,moto,provincia,2-1-2016
407,Volkswagen,Uno,version random,camion,provincia,10-10-2016
408,Ford,C4,version random,pickup,provincia,20-3-2017
409,Chevrolet,Vento,version random,moto,provincia,6-11-2017
410,Renault,Vento,version random,auto,provincia,5-11-2017
411,Ford,Vento,version random,pickup,provincia,9-9-2018
412,Fiat,Corolla,version random,camion,provincia,10-1-2017
413,Volkswagen,Fluence,version random,auto,provincia,23-5-2018
414,Volkswagen,C4,version random,moto,provincia,4-7-2018
415,Citroen,C4,version random,auto,provincia,19-9-2017
416,Fiat,Focus,version random,moto,provincia,8-11-2018
417,Volkswagen,Cruze,version random,pickup,provincia,5-10-2017
418,Citroen,Vento,version random,pickup,provincia,20-8-2017
419,Renault,Vento,version random,auto,provincia,20-3-2018
420,Ford,Vento,version random,moto,provincia,18-8-2016
421,Volkswagen,Cruze,version random,auto,provincia,21-10-2016
422,Chevrolet,Focus,version random,auto,provincia,24-11-2017
423,Toyota,Vento,version random,auto,provincia,11-1-2017
424,Chevrolet,Fluence,version random,auto,provincia,4-9-2017
425,Chevrolet,Focus,version random,pickup,provincia,5-4-2017
426,Volkswagen,Corolla,version random,camion,provincia,19-3-2017
427,Renault,Corolla,version random,camion,provincia,16-8-2018
428,Volkswagen,Cruze,version random,auto,provincia,4-5-2018
429,Toyota,Corolla,version random,camion,provincia,14-6-2018
430,Renault,Corolla,version random,auto,provincia,2-3-2018
431,Volkswagen,Fluence,version random,camion,provincia,13-1-2016
432,Chevrolet,Cruze,version random,camion,provincia,6-2-2018
433,Renault,Vento,version random,camion,provincia,6-12-2016
434,Toyota,Corolla,version random,auto,provincia,17-11-2016
435,Ford,Uno,version random,camion,provincia,5-9-2017
436,Chevrolet,Fluence,version random,camion,provincia,21-2-2016
437,Renault,Focus,version random,moto,provincia,28-8-2018
438,Ford,Uno,version random,moto,provincia,9-1-2017
439,Volkswagen,Corolla,version random,camion,provincia,15-7-2017
440,Fiat,Uno,version random,moto,provincia,25-11-2017
441,Chevrolet,Cruze,version random,pickup,provincia,20-11-2017
442,Chevrolet,Cruze,version random,camion,provincia,2-7-2017
443,Ford,C4,version random,pickup,provincia,3-6-2017
444,Citroen,Uno,version random,pickup,provincia,26-9-2017
445,Chevrolet,Uno,version random,camion,provincia,4-4-2017
446,Citroen,Vento,version random,auto,provincia,18-9-2018
447,Renault,Vento,version random,pickup,provincia,26-1-2016
448,Citroen,Fluence,version random,camion,provincia,8-11-2017
449,Renault,Focus,version random,pickup,provincia,9-8-2017
450,Toyota,Uno,version random,camion,provincia,8-3-2017
451,Fiat,Focus,version random,moto,provincia,11-4-2018
452,Fiat,Focus,version random,moto,provincia,2-3-2018
453,Renault,Uno,version random,pickup,provincia,17-5-2018
454,Volkswagen,Vento,version random,camion,provincia,20-7-2017
455,Citroen,Vento,version random,camion,provincia,4-3-2018
456,Ford,Corolla,version random,moto,provincia,5-2-2018
457,Citroen,C4,version random,camion,provincia,11-5-2017
458,Renault,Corolla,version random,auto,provincia,4-7-2016
459,Chevrolet,Corolla,version random,auto,provincia,9-8-2018
460,Volkswagen,Corolla,version random,pickup,provincia,14-10-2018
461,Citroen,Focus,version random,auto,provincia,27-1-2016
462,Ford,Vento,version random,auto,provincia,13-6-2018
463,Chevrolet,Vento,version random,pickup,provincia,13-8-2016
464,Renault,Uno,version random,camion,provincia,12-7-2018
465,Toyota,C4,version random,moto,provincia,21-1-2018
466,Renault,Corolla,version random,auto,provincia,3-10-2017
467,Fiat,Fluence,version random,pickup,provincia,17-9-2017
468,Volkswagen,Fluence,version random,camion,provincia,10-2-2016
469,Chevrolet,Uno,version random,pickup,provincia,24-8-2017
470,Citroen,Uno,version random,camion,provincia,23-3-2016
471,Renault,Cruze,version random,camion,provincia,7-2-2017
472,Toyota,Vento,version random,auto,provincia,12-12-2018
473,Citroen,C4,version random,auto,provincia,3-11-2018
474,Fiat,Focus,version random,auto,provincia,19-4-2018
475,Ford,Cruze,version random,pickup,provincia,1-1-2018
476,Fiat,Corolla,version random,auto,provincia,17-4-2018
477,Renault,Uno,version random,auto,provincia,3-1-2018
478,Citroen,Fluence,version random,moto,provincia,17-8-2017
479,Fiat,C4,version random,pickup,provincia,23-5-2018
480,Fiat,Cruze,version random,moto,provincia,13-10-2018
481,Fiat,Uno,version random,camion,provincia,21-2-2016
482,Volkswagen,Corolla,version random,auto,provincia,5-8-2018
483,Volkswagen,C4,version random,pickup,provincia,22-4-2017
484,Ford,Vento,version random,moto,provincia,26-9-2017
485,Ford,Uno,version random,moto,provincia,16-8-2018
486,Toyota,Uno,version random,moto,provincia,25-8-2016
